PRODUCT,AGE,AREA,RESIDENTIAL_PLACE,EDUCATION,MARITAL_STATUS,HOUSEHOLD_MEMBERS,NO_OF_DEPENDENTS,INCOME,WORK_SENIORITY,BUSINESS AGE,ECONOMIC_SECTOR,EMPLOYEE_NO,LENGTH_RELATIONSHIP_WITH_CLIENT,DEBIT_CARD,CURRENT_ACCOUNT,SAVING_ACCOUNT,SALARY_ACCOUNT,FOREIGN_ACCOUNT,FINALIZED_LOAN,DEPOSIT,PENSION_FUNDS,DEFAULT_FLAG
F,39,Urban area,Living with family,Highschool,divorced,1,0,3184.935,2,21,Transportation and storage,between 11-20,8,0,0,0,0,0,1,0,0,0
B,43,County capital,Owner without mortgage,Post-graduate,married,1,0,4773,21,21,Public administration and defence,between 251-500,11,1,1,0,0,0,1,0,0,0
B,66,Rural area,Owner without mortgage,Vocational school,married,2,0,1213,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
C,22,County capital,Living with family,Post secondary school,single,1,0,1171,2,24,Manufacturing,between 501-1.000,2,0,0,0,0,0,0,0,0,1
F,36,County capital,Living with family,University,single,1,0,2500,3,12,Missing,between 251-500,7,0,0,0,0,0,1,0,0,0
C,43,County capital,Living with family,University,divorced,1,1,2764,24,68,Other,between 51-100,10,0,0,0,0,0,1,0,0,0
F,28,Rural area,Living with family,Post secondary school,single,1,0,1797.0025,5,11,Manufacturing,between 21-50,1,1,1,0,0,0,0,0,0,0
C,53,County capital,Living with family,Other,widow,1,0,767.5,2,4,Other,between 51-100,1,0,0,0,0,0,0,0,0,0
B,66,Urban area,Owner without mortgage,Vocational school,married,2,0,1630,5,16,Missing,Missing,1,0,0,0,0,0,0,0,0,0
C,37,Urban area,Owner without mortgage,University,married,3,1,4816.9325,6,15,Manufacturing,between 251-500,1,0,0,0,0,0,0,0,0,0
C,28,Rural area,Living with family,University,single,1,0,1343.34,5,9,Other,between 101-250,8,0,0,0,0,0,0,0,0,1
C,26,Rural area,Living with family,Post secondary school,married,3,1,2254.41,2,18,Wholesale and retail trade,between 251-500,1,0,0,0,0,0,0,0,0,1
C,65,Urban area,Owner without mortgage,Highschool,widow,1,0,652,5,16,Missing,Missing,9,1,1,0,0,0,1,0,0,0
F,25,Rural area,Living with family,Missing,married,2,0,891.75,3,17,Human health and social work activities,between 51-100,2,0,0,0,0,0,0,0,0,0
E,31,Urban area,Owner with mortgage,Highschool,divorced,1,0,3056.35,8,24,Manufacturing,> 1.000,1,1,1,0,1,0,0,0,0,0
C,59,County capital,Owner without mortgage,Highschool,married,2,0,1679,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
C,53,County capital,Owner without mortgage,Vocational school,married,2,0,1299,5,21,Wholesale and retail trade,between 21-50,1,0,0,0,0,0,0,0,0,0
B,37,County capital,Owner without mortgage,Post-graduate,married,2,0,4432.33,1,7,Information and communication,> 1.000,1,1,1,0,0,0,0,0,0,0
F,36,County capital,Owner without mortgage,Highschool,married,2,0,2199,7,15,Manufacturing,between 21-50,2,0,0,0,0,0,0,0,0,0
F,35,County capital,Living with family,Highschool,married,2,0,1900.5,3,11,Manufacturing,between 501-1.000,10,0,0,0,0,0,0,0,0,0
C,43,County capital,Living with family,University,married,3,1,2463.33,2,10,Wholesale and retail trade,between 51-100,8,0,0,0,0,0,1,0,0,0
F,33,County capital,Living with family,University,married,3,1,1402,9,11,"Professional, scientific and technical activities",between 11-20,13,0,0,0,0,0,0,0,0,0
F,27,County capital,Living with family,University,single,1,0,1109,2,10,Manufacturing,between 101-250,1,1,1,0,0,0,0,0,0,0
C,39,County capital,Owner with mortgage,Post-graduate,married,4,2,3375,16,22,Public administration and defence,> 1.000,14,1,1,0,0,0,0,0,0,0
C,30,Urban area,Owner without mortgage,College,single,1,0,1051.34,3,12,Wholesale and retail trade,> 1.000,1,0,0,0,0,0,0,0,0,0
B,32,Urban area,Living with family,University,married,2,0,1434.745,6,42,Education,between 101-250,1,0,0,0,0,0,0,0,0,0
C,42,County capital,Owner without mortgage,Post secondary school,married,4,2,1717.755,2,12,Other,> 1.000,1,1,1,0,0,0,0,0,0,0
F,36,Rural area,Owner without mortgage,University,married,2,0,5739.66,4,18,Other,between 51-100,13,0,0,0,0,0,0,0,0,0
E,59,County capital,Owner without mortgage,University,divorced,1,0,1485,5,16,Missing,Missing,6,1,1,0,0,0,0,0,0,0
C,52,County capital,Owner without mortgage,Post-graduate,married,2,0,1552.5,17,17,Public administration and defence,between 251-500,1,0,0,0,0,0,0,0,0,0
E,39,County capital,Living with family,University,divorced,3,1,3336.33,5,20,Wholesale and retail trade,between 101-250,9,1,1,0,0,0,1,0,0,0
C,64,Urban area,Owner without mortgage,University,widow,1,0,724,5,16,Missing,Missing,4,0,1,0,0,0,0,0,0,0
C,40,Rural area,Owner with mortgage,Post-graduate,married,3,1,4253.78,3,11,Manufacturing,between 11-20,1,1,1,0,0,0,0,0,0,0
C,65,County capital,Owner without mortgage,Highschool,single,1,0,975,5,16,Missing,Missing,10,1,1,0,0,0,1,0,0,0
C,47,County capital,Living with family,Highschool,single,1,0,841,7,13,Wholesale and retail trade,between 0-10,18,1,1,0,0,0,0,0,0,0
C,67,County capital,Living with family,Vocational school,married,2,0,1018,5,16,Missing,Missing,20,1,1,0,0,0,0,0,0,0
C,24,County capital,Owner without mortgage,University,single,1,0,2104,3,14,Transportation and storage,between 21-50,5,0,0,0,0,0,0,0,0,0
E,41,County capital,Owner without mortgage,University,married,3,1,1753,15,25,Public administration and defence,between 251-500,13,1,1,0,0,0,0,0,0,0
B,39,Rural area,Owner without mortgage,University,married,2,0,789,2,62,Education,between 101-250,1,1,1,0,1,0,0,0,0,0
F,32,Rural area,Other,University,married,2,0,1800,3,13,"Professional, scientific and technical activities",between 101-250,5,0,0,0,0,0,0,0,0,0
E,45,County capital,Owner without mortgage,Missing,married,2,0,1371,15,15,Human health and social work activities,> 1.000,12,1,1,0,0,0,1,0,0,0
C,67,County capital,Owner without mortgage,Highschool,single,1,0,1509,5,16,Missing,Missing,1,0,0,0,0,0,0,0,0,1
B,52,Rural area,Owner without mortgage,Post secondary school,married,2,0,1662.5,10,10,Public administration and defence,between 21-50,7,0,0,0,0,0,0,0,0,0
E,51,County capital,Owner without mortgage,Missing,married,2,0,1682.33,16,24,Water supply,between 501-1.000,1,1,1,0,1,0,0,0,0,0
B,45,County capital,Owner without mortgage,University,married,3,1,1842.5,8,42,Public administration and defence,between 101-250,12,1,1,0,0,0,1,0,0,0
E,31,County capital,Owner without mortgage,University,single,1,0,2270,2,15,"Professional, scientific and technical activities",between 21-50,1,1,1,0,1,0,0,0,0,1
E,59,County capital,Owner without mortgage,Highschool,widow,1,0,1281,17,24,Water supply,between 501-1.000,1,1,1,0,0,0,0,0,0,0
C,42,Rural area,Owner without mortgage,Highschool,married,2,0,1100.66,15,42,Human health and social work activities,> 1.000,1,0,0,0,0,0,0,0,0,0
E,49,County capital,Owner without mortgage,Highschool,single,1,0,600,2,14,Wholesale and retail trade,between 21-50,1,1,1,0,1,0,0,0,0,0
E,54,County capital,Owner without mortgage,Vocational school,widow,1,0,801.2075,1,18,Wholesale and retail trade,> 1.000,1,1,1,0,1,0,0,0,0,0
E,47,Rural area,Owner without mortgage,Post secondary school,married,2,0,1908.66,24,24,Manufacturing,between 501-1.000,11,1,1,0,1,0,0,0,0,0
C,32,Rural area,Living with family,Highschool,married,2,0,2477.8025,6,9,Manufacturing,> 1.000,2,0,0,0,0,0,0,0,0,0
C,62,County capital,Owner without mortgage,Highschool,married,2,0,1107,5,16,Missing,Missing,11,0,0,0,0,0,1,0,0,0
B,50,Rural area,Owner without mortgage,Vocational school,married,3,1,3078.83,6,17,Mining and quarrying,between 251-500,1,1,1,0,0,0,0,0,0,0
B,33,County capital,Living with family,University,single,1,0,4025.75,6,25,Information and communication,> 1.000,12,1,1,0,0,0,0,0,0,0
E,28,Urban area,Living with family,Highschool,single,1,0,1327,2,6,Manufacturing,between 51-100,2,1,1,0,1,0,0,0,0,1
C,68,County capital,Owner without mortgage,Vocational school,single,1,0,720,5,16,Missing,Missing,1,0,0,0,0,0,0,0,0,0
C,62,Urban area,Living with family,Vocational school,widow,1,0,675,5,16,Missing,Missing,1,0,0,0,0,0,0,0,0,0
F,28,County capital,Owner with mortgage,University,married,2,0,2226.33,2,21,Wholesale and retail trade,between 501-1.000,10,0,0,0,0,0,0,0,0,0
F,56,County capital,Owner without mortgage,Vocational school,married,2,0,1766.745,5,18,Water supply,between 501-1.000,2,0,0,0,0,0,0,0,0,0
C,69,County capital,Owner without mortgage,Other,married,2,0,1148,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
C,67,County capital,Owner without mortgage,Vocational school,single,1,0,744,5,16,Missing,Missing,8,0,1,0,0,0,1,0,0,0
F,27,Urban area,Living with family,University,single,1,0,2870.25,3,23,Wholesale and retail trade,> 1.000,1,0,0,0,0,0,0,0,0,0
F,24,County capital,Living with family,University,single,1,0,1037.5,4,10,Wholesale and retail trade,> 1.000,2,0,0,0,0,0,0,0,0,0
C,41,County capital,Owner without mortgage,Post secondary school,married,2,0,2339,13,44,Human health and social work activities,> 1.000,12,0,0,0,0,0,1,0,0,0
F,34,County capital,Living with family,Post-graduate,married,3,1,2609,7,12,Information and communication,between 0-10,14,0,0,0,0,0,0,0,0,0
E,25,Urban area,Owner without mortgage,University,single,1,0,900.66,2,10,Wholesale and retail trade,> 1.000,2,1,1,0,1,0,0,0,0,0
B,58,County capital,Owner without mortgage,University,married,2,0,3050.5,13,13,Electricity and gas,> 1.000,13,1,1,0,0,0,0,0,0,0
B,26,Rural area,Living with family,Vocational school,single,1,0,1249.1875,5,10,Manufacturing,between 501-1.000,10,0,0,0,0,0,0,0,0,1
F,26,County capital,Living with family,Post-graduate,single,1,0,1436,3,14,Financial and insurance activities,between 101-250,2,0,0,0,0,0,0,0,0,0
C,40,County capital,Owner without mortgage,University,married,2,0,2516.9975,11,11,Public administration and defence,between 251-500,1,0,0,0,0,0,0,0,0,0
C,67,Urban area,Owner without mortgage,Missing,married,2,0,1552,2,22,Water supply,between 51-100,13,0,0,0,0,0,0,0,0,0
C,35,Rural area,Owner without mortgage,Vocational school,single,1,0,1119.08,3,12,Manufacturing,between 251-500,2,0,0,0,0,0,0,0,0,0
F,37,County capital,Living with family,University,married,3,1,2286.65,10,97,Other,between 501-1.000,15,1,1,0,0,0,1,0,0,0
C,26,Urban area,Living with family,University,married,2,0,2064.7525,3,8,Manufacturing,between 101-250,1,0,0,0,0,0,0,0,0,0
B,62,Urban area,Owner without mortgage,Highschool,married,2,0,815,5,16,Missing,Missing,12,0,0,0,0,0,0,0,0,0
B,25,County capital,Living with family,Highschool,single,1,0,1636.6,4,13,Missing,> 1.000,2,0,0,0,0,0,0,0,0,1
E,65,Urban area,Owner without mortgage,Missing,married,2,0,1065,5,16,Missing,Missing,1,1,1,0,1,0,0,0,0,0
C,23,Urban area,Owner without mortgage,Vocational school,single,1,0,1080.67,5,16,Missing,Missing,1,0,0,0,0,0,0,0,0,0
C,47,Urban area,Owner without mortgage,Post-graduate,single,1,0,929,21,25,Other,between 0-10,14,0,0,0,0,0,1,0,0,0
C,47,Rural area,Owner without mortgage,Post secondary school,married,3,1,1216.75,4,21,Manufacturing,> 1.000,8,0,0,0,0,0,1,0,0,0
C,29,County capital,Living with family,University,married,3,1,2653.992,8,19,Information and communication,> 1.000,1,0,0,0,0,0,0,0,0,0
B,44,Urban area,Owner without mortgage,Highschool,married,2,0,1306,12,12,Transportation and storage,between 501-1.000,2,0,1,0,0,0,0,0,0,0
C,56,Rural area,Owner without mortgage,Highschool,single,1,0,1413,5,16,Missing,Missing,1,0,0,0,0,0,0,0,0,1
C,66,Urban area,Owner with mortgage,Highschool,widow,1,0,1027,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
C,66,County capital,Owner without mortgage,Highschool,married,2,0,1021,5,16,Missing,Missing,1,0,0,0,0,0,0,0,0,0
E,53,County capital,Owner without mortgage,University,married,2,0,1528,5,16,Missing,Missing,1,1,1,0,1,0,0,0,0,0
C,41,Urban area,Living with family,Post secondary school,single,1,0,4838.5,5,21,Transportation and storage,between 21-50,1,1,1,0,0,0,0,0,0,0
C,68,County capital,Owner without mortgage,Post secondary school,single,1,0,816,5,16,Missing,Missing,1,0,1,0,0,0,0,0,0,0
C,44,Rural area,Owner without mortgage,Vocational school,married,2,0,1361,8,9,Manufacturing,between 51-100,1,0,0,0,0,0,0,0,0,0
C,57,Urban area,Owner without mortgage,Other,married,2,0,1314,10,10,Wholesale and retail trade,between 21-50,12,0,0,0,0,0,0,0,0,0
B,66,Urban area,Owner without mortgage,Vocational school,married,2,0,1347,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
E,31,Rural area,Living with family,University,married,2,0,857.85,2,4,Education,between 21-50,1,1,1,0,0,0,0,0,0,0
C,27,County capital,Living with family,Highschool,divorced,1,0,1853.995,5,8,Wholesale and retail trade,> 1.000,1,1,1,0,0,0,0,0,0,0
F,42,Urban area,Living with family,Highschool,single,1,0,1446,4,19,Manufacturing,between 251-500,1,0,0,0,0,0,0,0,0,0
B,42,County capital,Owner without mortgage,University,married,3,1,2040,14,16,Public administration and defence,between 51-100,1,0,0,0,0,0,0,0,0,0
E,48,Urban area,Owner without mortgage,Highschool,married,2,0,901,2,26,Public administration and defence,between 101-250,2,1,1,0,1,0,0,0,0,0
E,35,County capital,Owner without mortgage,University,single,1,0,2652,8,8,"Professional, scientific and technical activities",> 1.000,1,1,1,0,1,0,1,0,0,0
F,31,County capital,Living with family,Post-graduate,married,3,1,2000,4,9,Information and communication,between 51-100,11,0,0,0,0,0,0,0,0,0
C,54,Urban area,Owner without mortgage,Post secondary school,single,1,0,1743,5,16,Missing,Missing,9,0,1,0,0,0,1,0,0,0
C,65,Urban area,Owner without mortgage,Middle school,widow,1,0,956,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
F,35,County capital,Living with family,University,single,1,0,2178,3,14,Wholesale and retail trade,between 51-100,12,0,0,0,0,0,1,0,0,0
C,46,Rural area,Owner without mortgage,Highschool,married,2,0,1045.45,1,8,Manufacturing,between 51-100,1,1,1,0,1,0,0,0,0,0
F,27,County capital,Living with family,University,single,1,0,3200,3,9,Missing,between 21-50,8,1,1,0,0,0,0,0,0,0
C,62,Urban area,Living with family,Vocational school,single,1,0,646,5,16,Missing,Missing,1,0,1,0,0,0,0,0,0,0
C,47,Rural area,Living with family,Highschool,single,1,0,797,5,13,Manufacturing,between 0-10,1,1,1,0,0,0,0,0,0,0
B,55,County capital,Owner without mortgage,University,single,1,0,1093,4,25,Missing,between 21-50,2,0,0,0,0,0,0,0,0,0
F,31,County capital,Living with family,University,single,1,0,3397.765,4,19,Manufacturing,between 51-100,11,0,0,0,0,0,1,0,0,0
C,50,Urban area,Owner without mortgage,Highschool,divorced,2,0,998.6575,11,14,Manufacturing,between 251-500,1,0,0,0,0,0,0,0,0,0
C,44,Rural area,Living with family,Highschool,single,1,0,1207,9,17,Transportation and storage,> 1.000,1,0,0,0,0,0,0,0,0,0
F,35,Rural area,Living with family,University,married,2,0,1232.5,11,16,Human health and social work activities,between 101-250,12,1,1,0,1,0,1,0,0,0
B,44,Rural area,Living with family,Highschool,single,1,0,1092.75,8,15,Manufacturing,between 101-250,10,0,0,0,0,0,0,0,0,0
F,24,Rural area,Living with family,University,single,1,0,1220,3,3,Other,> 1.000,2,0,0,0,0,0,0,0,0,0
F,29,County capital,Owner with mortgage,University,single,1,0,3198.25,5,16,Missing,Missing,2,0,0,0,0,0,0,0,0,0
C,65,Urban area,Living with family,Highschool,married,2,0,1194,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
E,42,County capital,Other,Missing,married,4,2,1191,2,24,Manufacturing,between 251-500,2,1,1,0,1,0,0,0,0,0
F,33,Rural area,Living with family,Post-graduate,married,3,1,1716,5,9,Other,between 101-250,9,1,1,0,0,0,0,0,0,0
B,61,Urban area,Owner without mortgage,University,married,2,0,2026,22,53,Education,between 51-100,6,0,0,0,0,0,0,0,0,0
B,36,County capital,Other,Missing,single,1,0,0,1,17,"Professional, scientific and technical activities",between 21-50,1,1,1,0,0,0,0,0,0,0
C,43,Urban area,Owner without mortgage,Highschool,married,2,0,2296,25,38,Mining and quarrying,> 1.000,14,0,1,0,0,0,0,0,0,0
F,36,Urban area,Living with family,College,married,3,1,1237,4,9,Manufacturing,> 1.000,9,0,0,0,0,0,1,0,0,0
C,55,County capital,Owner without mortgage,Post secondary school,married,1,0,1851,5,16,Missing,Missing,11,0,1,0,0,0,1,0,0,0
F,45,County capital,Living with family,Highschool,married,2,0,8164.66,7,8,Transportation and storage,between 51-100,1,0,0,0,0,0,0,0,0,0
C,52,County capital,Owner with mortgage,University,married,2,0,4322,4,6,"Agriculture, hunting and forestry",between 0-10,12,0,0,0,0,0,1,0,0,0
C,61,Rural area,Owner without mortgage,Post secondary school,married,2,0,852,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,1
C,46,Urban area,Owner without mortgage,Highschool,married,2,0,1161.4675,5,16,Missing,Missing,13,0,0,0,0,0,0,0,0,0
B,38,Urban area,Owner without mortgage,Highschool,married,3,1,734,4,17,Manufacturing,between 101-250,1,0,0,0,0,0,0,0,0,0
C,59,Urban area,Owner without mortgage,Highschool,single,1,0,1472.75,3,3,Manufacturing,> 1.000,10,0,0,0,0,0,0,0,0,0
F,50,County capital,Owner without mortgage,Highschool,married,2,0,1773.255,18,18,Mining and quarrying,> 1.000,2,0,0,0,0,0,0,0,0,0
B,30,County capital,Living with family,University,married,2,0,8251,1,11,Information and communication,between 251-500,11,0,0,0,0,0,0,0,0,0
C,51,County capital,Living with family,University,widow,1,0,2020,13,17,Transportation and storage,> 1.000,1,0,0,0,0,0,0,0,0,0
B,30,Rural area,Living with family,Highschool,single,1,0,1386.0735,4,13,Missing,> 1.000,2,0,0,0,0,0,0,0,0,0
B,41,County capital,Owner with mortgage,Highschool,married,2,0,2009.5,9,15,Manufacturing,between 251-500,13,0,0,0,0,0,0,0,0,0
F,39,Urban area,Living with family,University,married,3,1,1559,7,22,Other,between 51-100,11,0,0,0,0,0,0,0,0,0
F,26,County capital,Living with family,University,single,1,0,1709.4175,3,24,Accommodation and food service activities,between 251-500,2,0,0,0,0,0,0,0,0,0
F,36,Missing,Owner without mortgage,University,married,2,0,3995.952,3,32,Construction,between 11-20,1,0,1,0,0,0,0,0,0,0
C,65,Rural area,Owner with mortgage,Highschool,married,2,0,1084,5,16,Missing,Missing,5,1,1,0,0,0,0,0,0,0
C,67,County capital,Owner without mortgage,Highschool,married,2,0,1164,5,16,Missing,Missing,13,0,1,0,0,0,0,0,0,0
C,48,County capital,Owner without mortgage,Other,married,2,0,2501.495,11,11,Public administration and defence,> 1.000,16,0,0,0,0,0,1,0,0,0
F,40,Missing,Other,Other,married,2,0,4860,2,18,Manufacturing,between 51-100,1,0,1,0,0,0,0,0,0,0
B,48,County capital,Owner without mortgage,University,single,1,0,1162.33,20,24,Public administration and defence,between 101-250,18,0,0,0,0,0,1,0,0,0
C,65,Urban area,Owner without mortgage,University,married,2,0,1528,5,16,Missing,Missing,15,0,1,0,0,0,0,0,0,0
F,39,Urban area,Owner with mortgage,Post secondary school,married,2,0,1854,10,17,Manufacturing,> 1.000,2,0,0,0,0,0,0,0,0,0
F,41,Urban area,Owner without mortgage,University,married,2,0,1546.5,11,21,Wholesale and retail trade,between 501-1.000,2,0,0,0,0,0,0,0,0,0
B,59,County capital,Owner without mortgage,Other,single,1,0,5055,22,22,Transportation and storage,> 1.000,13,1,1,0,0,0,1,0,0,0
C,22,Urban area,Living with family,Post secondary school,single,1,0,1217.5725,1,12,Manufacturing,between 501-1.000,3,0,0,0,0,0,0,0,0,1
C,44,County capital,Owner without mortgage,Post secondary school,married,2,0,1252.16,5,21,Accommodation and food service activities,> 1.000,1,0,0,0,0,0,0,0,0,0
C,48,Urban area,Owner without mortgage,Highschool,married,2,0,1439,3,17,Manufacturing,between 251-500,14,0,1,0,0,0,1,0,0,0
C,48,Urban area,Owner without mortgage,Vocational school,married,3,2,2623.5,9,13,Manufacturing,> 1.000,1,0,0,0,0,0,0,0,0,0
C,64,Rural area,Owner without mortgage,Missing,widow,1,0,946,5,16,Missing,Missing,7,0,0,0,0,0,0,0,0,0
C,38,County capital,Owner without mortgage,Post secondary school,single,1,0,1965,14,15,Human health and social work activities,between 251-500,1,0,1,0,0,0,0,0,0,0
C,25,County capital,Living with family,University,single,1,0,833,6,21,Real estate activities,between 101-250,1,0,0,0,0,0,0,0,0,0
F,43,Rural area,Living with family,University,married,4,2,4208,11,12,"Professional, scientific and technical activities",between 0-10,1,1,1,0,0,0,0,0,0,0
C,60,County capital,Owner without mortgage,University,married,2,0,1360,23,23,Other,between 101-250,13,0,0,0,0,0,1,0,0,0
F,24,County capital,Living with family,University,single,1,0,2800,2,6,Wholesale and retail trade,between 21-50,2,0,0,0,0,0,0,0,0,0
C,33,County capital,Owner with mortgage,University,married,1,0,3044.25,5,16,Missing,Missing,1,0,1,0,0,0,0,0,0,0
C,68,Urban area,Owner without mortgage,Post secondary school,widow,1,0,1034,5,16,Missing,Missing,1,0,0,0,0,0,0,0,0,0
B,66,County capital,Living with family,University,divorced,1,0,1200,5,16,Missing,Missing,12,0,1,0,0,0,1,0,0,0
E,30,County capital,Living with family,University,single,1,0,2718,8,23,Public administration and defence,between 501-1.000,1,1,1,0,1,0,0,0,0,0
C,55,County capital,Owner without mortgage,Highschool,married,2,0,1030,5,16,Missing,Missing,12,0,0,0,0,0,1,0,0,0
C,32,Urban area,Living with family,University,single,1,0,1203,6,19,Wholesale and retail trade,> 1.000,1,0,0,0,0,0,0,0,0,0
C,40,Rural area,Living with family,Highschool,married,2,0,2332.2475,6,17,"Agriculture, hunting and forestry",between 101-250,12,0,0,0,0,0,0,0,0,0
C,66,Rural area,Owner without mortgage,Vocational school,married,2,0,1014,5,16,Missing,Missing,10,0,1,0,0,0,0,0,0,0
E,40,County capital,Owner with mortgage,Highschool,married,4,3,3225.75,2,32,Mining and quarrying,> 1.000,1,1,1,0,1,0,0,0,0,0
E,65,Rural area,Owner without mortgage,Highschool,single,1,0,790,5,16,Missing,Missing,9,1,1,0,1,0,0,0,0,0
C,56,Urban area,Owner without mortgage,University,married,2,0,3800,23,25,Public administration and defence,between 251-500,1,1,1,0,1,0,0,0,0,0
F,34,County capital,Owner with mortgage,University,married,3,1,5768.25,2,8,Wholesale and retail trade,between 101-250,2,0,0,0,0,0,0,0,0,0
B,36,Rural area,Living with family,Post-graduate,married,3,1,1563,6,22,Education,> 1.000,1,1,1,0,0,0,0,0,0,0
F,35,County capital,Living with family,University,married,4,2,4338.095,2,12,Manufacturing,between 501-1.000,2,0,0,0,0,0,0,0,0,0
C,26,County capital,Owner without mortgage,Highschool,single,1,0,1791,4,11,Manufacturing,between 501-1.000,1,0,0,0,0,0,0,0,0,0
C,34,Urban area,Owner without mortgage,University,single,1,0,3967.6,10,33,Human health and social work activities,between 501-1.000,1,1,1,0,0,0,0,0,0,0
F,31,County capital,Living with family,University,single,1,0,2676.35,3,21,Water supply,between 21-50,12,0,0,0,0,0,0,0,0,0
F,50,County capital,Owner without mortgage,University,married,2,0,1686,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
C,42,County capital,Owner without mortgage,Post-graduate,divorced,1,0,2227,17,17,Human health and social work activities,between 51-100,16,1,1,0,0,0,0,0,0,0
C,51,Rural area,Owner without mortgage,University,married,2,0,6727,7,7,"Professional, scientific and technical activities",between 0-10,13,0,0,0,0,0,0,0,0,0
C,58,Rural area,Owner without mortgage,Middle school,single,1,0,1371,5,16,Missing,Missing,1,0,0,0,0,0,0,0,0,1
F,40,County capital,Owner with mortgage,University,single,2,1,2788,7,41,Missing,between 21-50,14,0,0,0,0,0,0,0,0,0
C,23,Rural area,Living with family,College,single,1,0,1327.965,3,11,Manufacturing,> 1.000,2,0,0,0,0,0,0,0,0,0
C,53,Rural area,Owner without mortgage,Vocational school,married,2,1,805,5,14,Manufacturing,between 101-250,8,0,1,0,0,0,0,0,0,0
C,62,Urban area,Owner without mortgage,Highschool,divorced,2,0,961,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
F,32,County capital,Living with family,Missing,single,1,0,1738,8,11,Public administration and defence,> 1.000,13,0,0,0,0,0,0,0,0,0
F,38,County capital,Living with family,Highschool,married,2,0,925,8,21,Wholesale and retail trade,between 51-100,13,0,0,0,0,0,0,0,0,0
F,32,Rural area,Living with family,Highschool,married,2,0,2090,9,12,Transportation and storage,between 251-500,10,0,0,0,0,0,1,0,0,0
F,31,County capital,Living with family,University,married,2,0,1339.67,7,24,Financial and insurance activities,> 1.000,1,0,1,0,0,0,0,0,0,0
C,59,Rural area,Owner without mortgage,College,married,2,0,731,5,16,Missing,Missing,13,0,0,0,0,0,1,0,0,0
C,66,County capital,Owner without mortgage,Highschool,widow,1,0,1534,5,16,Missing,Missing,2,0,0,0,0,0,0,0,0,0
C,64,Urban area,Living with family,Highschool,widow,1,0,553,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
B,37,Rural area,Owner without mortgage,Vocational school,single,1,1,1763,4,12,Construction,between 21-50,1,1,1,0,0,0,0,0,0,1
B,25,Rural area,Living with family,College,single,1,0,1085.45,3,11,Manufacturing,> 1.000,2,0,0,0,0,0,0,0,0,0
B,36,County capital,Living with family,University,divorced,3,2,2110,15,22,Missing,between 0-10,1,0,1,0,0,0,0,0,0,0
B,36,Rural area,Living with family,University,single,1,0,1793,8,11,Public administration and defence,between 501-1.000,1,1,1,0,0,0,0,0,0,0
F,32,County capital,Living with family,Post secondary school,single,1,0,4236,3,6,Manufacturing,between 101-250,10,0,0,0,0,0,0,0,0,0
C,65,County capital,Owner without mortgage,Post secondary school,single,1,0,1189,5,16,Missing,Missing,1,0,1,0,0,0,0,0,0,0
C,47,County capital,Living with family,University,married,3,1,4165.35,2,6,Manufacturing,between 51-100,2,1,1,0,1,0,0,0,0,0
B,40,Rural area,Owner without mortgage,Highschool,married,3,1,1116,6,15,Manufacturing,> 1.000,8,0,0,0,0,0,0,0,0,0
C,27,Rural area,Living with family,Post-graduate,married,2,0,2318.25,3,4,Other,between 251-500,1,0,0,0,0,0,0,0,0,0
E,60,County capital,Owner without mortgage,Highschool,widow,1,0,776,5,16,Missing,Missing,2,1,1,0,1,0,0,0,0,0
C,48,Urban area,Owner without mortgage,Post secondary school,married,2,0,2923.65,5,24,Manufacturing,> 1.000,10,0,0,0,0,0,1,0,0,0
E,26,County capital,Living with family,Other,single,1,0,1091,2,3,Other,between 101-250,2,1,1,0,1,0,0,0,0,0
F,38,County capital,Living with family,Post secondary school,married,3,1,1753.9175,14,16,Human health and social work activities,> 1.000,8,0,0,0,0,0,1,0,0,0
C,32,Rural area,Living with family,Post secondary school,single,1,0,4876.665,7,8,Construction,between 21-50,8,0,1,0,0,0,0,0,0,0
A,36,County capital,Owner without mortgage,Missing,single,1,0,3567.5,7,16,Other,between 101-250,1,1,1,0,1,0,0,0,0,0
B,23,Urban area,Living with family,Highschool,single,1,2,1177.575,1,9,Other,> 1.000,2,0,0,0,0,0,0,0,0,0
C,63,Urban area,Owner without mortgage,Other,married,2,0,764,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
E,53,County capital,Owner without mortgage,University,married,2,0,1771,32,67,Education,> 1.000,9,1,1,0,0,0,0,0,0,0
E,58,Rural area,Owner without mortgage,Vocational school,single,2,0,1298,18,24,Water supply,between 501-1.000,1,1,1,0,0,0,0,0,0,0
C,67,County capital,Owner without mortgage,Highschool,single,1,0,1154,5,16,Missing,Missing,13,1,1,0,0,0,1,0,0,0
